lat,lon
40.76234509999999,-111.83562729999998
40.72584265002677,-111.84800729999998
40.7728261,-111.87756450000002
40.76934459999999,-111.87965399999999
40.76716955000003,-111.8795504
40.76500764007456,-111.87963791999998
40.76279395003655,-111.87964229999999
40.758488500073796,-111.87964746
40.7563015,-111.87964099999999
40.7519578,-111.87962899999998
40.74982667503306,-111.87963877499998
40.73351879999999,-111.8767863
40.733512,-111.8653456
40.721942700035896,-111.85849585
40.767159899999996,-111.89680549999999
40.76717535000001,-111.89968249999998
40.7415171,-111.9140541
40.758487287585,-111.88824149999998
40.75847316007676,-111.88536696
40.75848229999999,-111.8825377
40.75849830000001,-111.87676789999999
40.75631504007316,-111.86531899999999
40.75196956007883,-111.86532734
40.74978795001944,-111.86535149999999
40.74163102001774,-111.86534461999999
40.725405899999984,-111.86532659999999
40.72263742008895,-111.86533967999999
40.71266430002832,-111.86544242000001
40.733504300054676,-111.91685443999998
40.7405057,-111.91686419999999
40.74958023353212,-111.91683300000001
40.76067079999999,-111.9168247
40.76499148007171,-111.91683763999998
40.78236350000001,-111.9025525
40.719214516681596,-111.85365426666668
40.756291399999995,-111.896792
40.75628285000005,-111.90253775000001
40.74977806007435,-111.8910694
40.75194710007271,-111.89108747999998
40.74174345002926,-111.9830534
40.75196802006769,-111.85390375999998
40.69988410003522,-111.86546340000001
40.69990299999999,-111.85973199999998
40.69995640001725,-111.8539706
40.699902699999996,-111.850721
40.7759466,-111.89107139999999
40.7799417,-111.88995339999998
40.72813119999999,-111.968071
40.740464180032426,-111.92470085999997
40.741642360023924,-111.87676706
40.741650199999995,-111.87394099999999
40.74163690002169,-111.85961623999998
40.7671647,-111.85957999999998
40.72539426003008,-111.85965214
40.7415629,-111.91107219999999
40.770989400000005,-111.84488979999999
40.70289820001219,-111.85186793333332
40.788890200000004,-111.9024938
40.754124760072216,-111.88537963999998
40.7541261,-111.876772
40.75422515004314,-111.8538819
40.725484200000004,-111.84226719999998
40.7671339,-111.8523531
40.7670385,-111.8489971
40.751957062587216,-111.88823674999998
40.75195584007652,-111.88537448
40.75195479999999,-111.88249579999999
40.75196069999999,-111.876776
40.74048549999999,-111.9447986
40.73777100004083,-111.93913651666664
40.76930830003931,-111.88250524
40.7562953,-111.88247839999998
40.749791699999996,-111.88251699999999
40.743498,-111.89966749999999
40.76937138344851,-111.86827148333332
40.72543175001287,-111.86821194999999
40.7584295,-111.93902929999999
40.75847914007038,-111.89394693999998
40.758478500074204,-111.89681107999998
40.76499110000001,-111.89681639999999
40.765012591774216,-111.88822763333334
40.756304262571426,-111.88822976249999
40.74978988757394,-111.88822978749998
40.76065309999999,-111.93429999999998
40.76500772007146,-111.88537228
40.76500547509049,-111.876707175
40.76183485005356,-111.89395425
40.7693516,-111.87676499999999
40.76283184007412,-111.87676773999998
40.7562993,-111.8767673
40.7497937000739,-111.87678238
40.72543887501374,-111.87119625
40.7404914667154,-111.95798173333331
40.740690700142366,-111.93904154
40.74039870005094,-111.97214104999999
40.7606426,-111.902556
40.7717088,-111.87756429999999
40.756298,-111.87392529999998
40.749790799999985,-111.87393169999999
40.725445399999984,-111.873965
40.7671916,-111.86533200000001
40.767175800000004,-111.853922
40.772969499999995,-111.84066959999998
40.76937593345667,-111.87125259999999
40.77151299422234,-111.89968912941175
40.77586290920157,-111.89970445454541
40.7693626,-111.86544349999998
40.762832860074454,-111.86532064
40.76213955,-112.02500765
40.76934669999999,-111.88538399999999
40.756305740067624,-111.88536961999999
40.749795,-111.88538189999998
40.7628387200809,-111.85387619999999
40.76068750003232,-111.85234735
40.760611749999995,-111.9053788
40.749803440067005,-111.85389013999998
40.723233125057234,-111.85905597499999
40.712688440018226,-111.85539382
40.690591250009724,-111.84682065
40.745741150006175,-111.85389899999998
40.73640580001054,-111.85381364999999
40.72119932001454,-111.85359018
40.7253951,-111.86132209999998
40.7253988,-111.85682659999999
40.76500146006157,-111.8939511
40.75630769999999,-111.89394770000001
40.7255668,-111.9112238
40.76935829999999,-111.8595501
40.769347599999996,-111.8539277
40.749764,-111.89403104999998
40.77157477506189,-111.89109006250001
40.75845630000001,-111.90537144999999
40.74979505007,-111.87110039999999
40.77148224629151,-111.90250611538461
40.73351690002265,-111.85963378
40.7335082,-111.922931
40.7693454,-111.87755929999999
40.75847790009484,-111.85959849999998
40.76065360013492,-111.88256988999997
40.76066499177864,-111.86819601666667
40.76066275007272,-111.87675699999998
40.76065942507449,-111.8739186
40.76063028345199,-111.86533199999998
40.75848052513648,-111.85388818333332
40.7586099800161,-111.8453176
40.760662400069414,-111.8796347
40.7607098,-111.914058
40.754172266741996,-111.89396003333333
40.749772280101084,-111.89681601999999
40.75629959999999,-111.89109334999999
40.758483349999985,-111.8910959
40.767176066794015,-111.89110798333334
40.76934968192547,-111.89396894545452
40.76498032516858,-111.902538525
40.76499692518364,-111.90823007499999
40.76062335008664,-111.85388836666667
40.76501226007104,-111.85388804
40.765003344576115,-111.88247777777777
40.76717267516454,-111.8825011625
40.74328800000002,-111.98963289999999
40.75856879999999,-111.85228299999999
40.75926235005444,-111.84197124999999
40.76071216671478,-111.83886726666667
40.75412386678462,-111.89109577499998
40.75412790010534,-111.88824017
40.733520283371945,-111.8711406
40.74164981823845,-111.8711727
40.76716386681758,-111.88537455
40.767176850133175,-111.88823304999998
40.76282457511988,-111.90253637500001
40.76282595723714,-111.8910788857143
40.751966190124584,-111.86819685000002
40.75196604457876,-111.87103875555553
40.75848801012546,-111.87106031999998
40.75848368013174,-111.87393129000002
40.76935075844868,-111.8882501833333
40.767163499999995,-111.87677899999998
40.699869775033086,-111.83411054999999
40.71070280017305,-111.85463644444445
40.712684133370765,-111.85345632222221
40.723276685782146,-111.85368191428572
40.72540873340177,-111.853835725
40.73350032002168,-111.85383076
40.74164250001708,-111.85388945999999
40.77578040002258,-111.90252342000001
40.77151915013859,-111.89684974999999
40.74047815013946,-111.94929112499997
40.75194146007721,-111.91682269999998
40.733124100000005,-111.95804899999999
40.7335169,-111.91117549999998
40.68714505002275,-111.83404595
40.76064013355404,-111.88822897499998
40.76064528350971,-111.89108814166667
40.76282643858176,-111.88824595384617
40.76500103344389,-111.89110600000001
40.76928570008289,-111.89110399999997
40.76281981678969,-111.89970235833334
40.76282401010944,-111.89395985
40.762818870109825,-111.89682096000001
40.765006230105925,-111.8653227
40.76500674012736,-111.87105261999999
40.76283410012166,-111.87105509999999
40.76282878344998,-111.88250102500002
40.7628337501274,-111.87392491
40.76281595010211,-111.88536607
40.74979372008009,-111.86392992
40.76717190002281,-111.89239599999998
40.77156403005853,-111.88826728000001
40.75847391125611,-111.89967012222222
40.7584882335243,-111.90256504444443
40.75631139011959,-111.87105689999999
40.72696213354191,-111.98626999999999
40.76718532512804,-111.86820230000001
40.7155592,-111.85347274999998
40.760648025082666,-111.93902620000001
40.77138645000769,-111.91385915
40.767178200135135,-111.89385191428572
40.750676,-111.8453497
40.771521020097474,-111.89395350999999
40.764965575095594,-111.8739245125
40.764998450137455,-111.89969596
40.7416973,-111.891072
40.7417009,-111.8939352
40.741732799999994,-111.888313
40.760650540120224,-111.89395508000001
40.7802163334696,-111.89970676666664
40.7520236,-111.85959729999999
40.71928330007591,-111.871101125
40.6871962,-111.84510909999999
40.702639366677246,-111.85493789999998
40.73187779999999,-111.85385089999998
40.73020600054629,-111.85388605
40.73087257511767,-111.98731174999999
40.6872073,-111.8655192
40.73312870010374,-111.939043725
40.72579270006633,-111.91674343333334
40.72595366005707,-111.93899428
40.726962500064786,-111.967818
40.7335229,-111.87382899999999
40.7023178,-111.8654584
40.76182625000002,-111.89110695
40.767177100133416,-111.873922825
40.751926389005526,-111.89395442222222
40.76068198021832,-111.88536581999998
40.760648720115974,-111.89680525
40.76771806669314,-111.83619333333334
40.76064654559477,-111.89966215454545
40.74680175000002,-111.8882345
40.76573580000001,-111.8369438
40.751252925064826,-111.93901689999998
40.794016166746424,-111.90327783333333
40.765495200111374,-111.93921360000002
40.76717697511927,-111.87105064999999
40.76067122520634,-111.8710591
40.71821936674562,-111.87133633333333
40.71267380005,-111.8712826
40.69988475006731,-111.87133124999998
40.687235099999995,-111.8714977
40.78239030013607,-111.899704575
40.770384033414906,-111.90258143333335
40.76932156709082,-111.90237176666668
40.76717535015557,-111.90253175
40.764999875173125,-111.90546749999999
40.76933982517676,-111.89967199999998
40.769344900180556,-111.89681254999999
40.7127247,-111.83419889999999
40.7472526,-112.02502435
40.7324817,-112.02483899999999
40.744577550003754,-111.899675
40.790074133438495,-111.90114279999999
40.75194232512595,-111.89681215000002
40.751944525136224,-111.89968387499998
40.7541370001444,-111.89680059999998
40.75629123350304,-111.89978043333332
40.75412650013066,-111.8996851
40.7497563501412,-111.899683775
40.7691896252062,-112.02507959999998
